split_type,cell_line,model,environment_added,background,background_set,delta_r2_mean,delta_mae_mean,delta_rmse_mean,n_paired
single,hek293t,linear,rrbs,sequence_h3k4me3,h3k4me3,-0.015213,0.000815,0.000896,1
single,hek293t,mlp,ctcf,sequence,,0.002105,-0.001474,-0.000126,1
single,hek293t,mlp,ctcf,sequence_dnase,dnase,0.018945,-0.001795,-0.001139,1
single,hek293t,mlp,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.021483,-0.000487,-0.001278,1
single,hek293t,mlp,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.001672,0.003199,9.9e-05,1
single,hek293t,mlp,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.014377,0.001026,-0.000866,1
single,hek293t,mlp,ctcf,sequence_h3k4me3,h3k4me3,-0.016814,0.002015,0.000995,1
single,hek293t,mlp,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.017191,0.002919,0.001018,1
single,hek293t,mlp,ctcf,sequence_rrbs,rrbs,0.00553,-0.002038,-0.000332,1
single,hek293t,mlp,dnase,sequence,,-0.002662,-0.001184,0.000159,1
single,hek293t,mlp,dnase,sequence_ctcf,ctcf,0.014178,-0.001504,-0.000854,1
single,hek293t,mlp,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.029637,0.000556,-0.00176,1
single,hek293t,mlp,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.01486,-0.000147,-0.000879,1
single,hek293t,mlp,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.009725,0.001656,-0.000586,1
single,hek293t,mlp,dnase,sequence_h3k4me3,h3k4me3,-0.00866,0.003057,0.000514,1
single,hek293t,mlp,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.000659,-0.000428,3.9e-05,1
single,hek293t,mlp,dnase,sequence_rrbs,rrbs,0.000878,-0.001408,-5.3e-05,1
single,hek293t,mlp,h3k4me3,sequence,,-0.016917,-0.001363,0.00101,1
single,hek293t,mlp,h3k4me3,sequence_ctcf,ctcf,-0.035837,0.002125,0.002131,1
single,hek293t,mlp,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.020377,0.004185,0.001225,1
single,hek293t,mlp,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.034206,0.001914,0.002049,1
single,hek293t,mlp,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.039341,0.003717,0.002342,1
single,hek293t,mlp,h3k4me3,sequence_dnase,dnase,-0.022915,0.002878,0.001364,1
single,hek293t,mlp,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.018157,-0.000259,0.001084,1
single,hek293t,mlp,h3k4me3,sequence_rrbs,rrbs,-0.016619,-0.00124,0.000992,1
single,hek293t,mlp,rrbs,sequence,,0.000756,-0.000122,-4.5e-05,1
single,hek293t,mlp,rrbs,sequence_ctcf,ctcf,0.004181,-0.000686,-0.000251,1
single,hek293t,mlp,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.000272,0.002474,1.6e-05,1
single,hek293t,mlp,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.014101,0.000203,0.00084,1
single,hek293t,mlp,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.000677,0.000906,-4e-05,1
single,hek293t,mlp,rrbs,sequence_dnase,dnase,0.004296,-0.000347,-0.000257,1
single,hek293t,mlp,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.009055,-0.003483,-0.000537,1
single,hek293t,mlp,rrbs,sequence_h3k4me3,h3k4me3,0.001054,2e-06,-6.3e-05,1
single,hek293t,transformer,ctcf,sequence,,-0.014173,0.003365,0.000864,1
single,hek293t,transformer,ctcf,sequence_dnase,dnase,-0.002731,0.000303,0.000168,1
single,hek293t,transformer,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.123417,0.00267,0.007265,1
single,hek293t,transformer,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.027362,0.000798,0.001636,1
single,hek293t,transformer,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.008389,-0.000311,-0.000506,1
single,hek293t,transformer,ctcf,sequence_h3k4me3,h3k4me3,-0.0503,0.000775,0.002954,1
single,hek293t,transformer,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.019721,0.001541,0.001178,1
single,hek293t,transformer,ctcf,sequence_rrbs,rrbs,0.002548,-0.000506,-0.000154,1
single,hek293t,transformer,dnase,sequence,,0.00661,0.000267,-0.000405,1
single,hek293t,transformer,dnase,sequence_ctcf,ctcf,0.018052,-0.002795,-0.001101,1
single,hek293t,transformer,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.032448,-0.001073,0.001869,1
single,hek293t,transformer,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.00224,-4.4e-05,0.000133,1
single,hek293t,transformer,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.005768,-6.2e-05,-0.000348,1
single,hek293t,transformer,dnase,sequence_h3k4me3,h3k4me3,0.040669,-0.002967,-0.002442,1
single,hek293t,transformer,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.0054,0.000699,-0.000325,1
single,hek293t,transformer,dnase,sequence_rrbs,rrbs,-7.3e-05,-0.000258,4e-06,1
single,hek293t,transformer,h3k4me3,sequence,,-0.056981,0.006526,0.003436,1
single,hek293t,transformer,h3k4me3,sequence_ctcf,ctcf,-0.093108,0.003937,0.005526,1
single,hek293t,transformer,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.143607,0.005659,0.008496,1
single,hek293t,transformer,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.036734,0.001359,0.002201,1
single,hek293t,transformer,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.028726,0.001341,0.00172,1
single,hek293t,transformer,h3k4me3,sequence_dnase,dnase,-0.022921,0.003292,0.001399,1
single,hek293t,transformer,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.000983,0.00025,5.9e-05,1
single,hek293t,transformer,h3k4me3,sequence_rrbs,rrbs,-0.006457,-0.000707,0.000388,1
single,hek293t,transformer,rrbs,sequence,,-0.030517,0.004108,0.001852,1
single,hek293t,transformer,rrbs,sequence_ctcf,ctcf,-0.013796,0.000236,0.000835,1
single,hek293t,transformer,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.02608,0.002969,0.001588,1
single,hek293t,transformer,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.080793,-0.001331,-0.004707,1
single,hek293t,transformer,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.050586,-0.002359,-0.002971,1
single,hek293t,transformer,rrbs,sequence_dnase,dnase,-0.0372,0.003583,0.002262,1
single,hek293t,transformer,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.015262,0.000541,0.000922,1
single,hek293t,transformer,rrbs,sequence_h3k4me3,h3k4me3,0.020007,-0.003126,-0.001195,1
single,hek293t,xgboost,ctcf,sequence,,0.008614,-0.000435,-0.000528,1
single,hek293t,xgboost,ctcf,sequence_dnase,dnase,0.008614,-0.000435,-0.000528,1
single,hek293t,xgboost,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.00227,9.9e-05,0.000138,1
single,hek293t,xgboost,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.00926,0.000126,0.00056,1
single,hek293t,xgboost,ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.0132,0.000286,0.000808,1
single,hek293t,xgboost,ctcf,sequence_h3k4me3,h3k4me3,-0.00227,9.9e-05,0.000138,1
single,hek293t,xgboost,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.00926,0.000126,0.00056,1
single,hek293t,xgboost,ctcf,sequence_rrbs,rrbs,-0.0132,0.000286,0.000808,1
single,hek293t,xgboost,dnase,sequence,,0.0,0.0,0.0,1
single,hek293t,xgboost,dnase,sequence_ctcf,ctcf,0.0,0.0,0.0,1
single,hek293t,xgboost,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.0,0.0,0.0,1
single,hek293t,xgboost,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.0,0.0,0.0,1
single,hek293t,xgboost,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.0,0.0,0.0,1
single,hek293t,xgboost,dnase,sequence_h3k4me3,h3k4me3,0.0,0.0,0.0,1
single,hek293t,xgboost,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.0,0.0,0.0,1
single,hek293t,xgboost,dnase,sequence_rrbs,rrbs,0.0,0.0,0.0,1
single,hek293t,xgboost,h3k4me3,sequence,,-0.018183,0.000941,0.001108,1
single,hek293t,xgboost,h3k4me3,sequence_ctcf,ctcf,-0.029066,0.001474,0.001773,1
single,hek293t,xgboost,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.029066,0.001474,0.001773,1
single,hek293t,xgboost,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.021971,0.000891,0.001333,1
single,hek293t,xgboost,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.021971,0.000891,0.001333,1
single,hek293t,xgboost,h3k4me3,sequence_dnase,dnase,-0.018183,0.000941,0.001108,1
single,hek293t,xgboost,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.025911,0.00105,0.001581,1
single,hek293t,xgboost,h3k4me3,sequence_rrbs,rrbs,-0.025911,0.00105,0.001581,1
single,hek293t,xgboost,rrbs,sequence,,0.007557,1.2e-05,-0.000463,1
single,hek293t,xgboost,rrbs,sequence_ctcf,ctcf,-0.014257,0.000733,0.000873,1
single,hek293t,xgboost,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.014257,0.000733,0.000873,1
single,hek293t,xgboost,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.007161,0.000149,0.000433,1
single,hek293t,xgboost,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.007161,0.000149,0.000433,1
single,hek293t,xgboost,rrbs,sequence_dnase,dnase,0.007557,1.2e-05,-0.000463,1
single,hek293t,xgboost,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.000171,0.000122,1e-05,1
single,hek293t,xgboost,rrbs,sequence_h3k4me3,h3k4me3,-0.000171,0.000122,1e-05,1
single,hela,cnn(3|3),ctcf,sequence,,0.011801,0.001156,-0.001144,1
single,hela,cnn(3|3),ctcf,sequence_dnase,dnase,-0.008072,-0.0025,0.000782,1
single,hela,cnn(3|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.001508,-0.000978,0.000146,1
single,hela,cnn(3|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.009892,-0.001005,-0.000961,1
single,hela,cnn(3|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.00586,-0.004133,0.000565,1
single,hela,cnn(3|3),ctcf,sequence_h3k4me3,h3k4me3,0.019387,-0.002452,-0.001879,1
single,hela,cnn(3|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.005549,0.000474,-0.000539,1
single,hela,cnn(3|3),ctcf,sequence_rrbs,rrbs,0.023477,-0.003532,-0.002277,1
single,hela,cnn(3|3),dnase,sequence,,0.009539,0.003565,-0.000924,1
single,hela,cnn(3|3),dnase,sequence_ctcf,ctcf,-0.010334,-9.1e-05,0.001002,1
single,hela,cnn(3|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.011902,-0.000744,0.001156,1
single,hela,cnn(3|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.004948,-0.001578,-0.000482,1
single,hela,cnn(3|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.026051,-0.000713,0.002525,1
single,hela,cnn(3|3),dnase,sequence_h3k4me3,h3k4me3,0.008994,-0.002218,-0.000869,1
single,hela,cnn(3|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.000605,-0.0001,-5.9e-05,1
single,hela,cnn(3|3),dnase,sequence_rrbs,rrbs,0.003287,-0.000112,-0.000317,1
single,hela,cnn(3|3),h3k4me3,sequence,,-0.004764,0.002944,0.00046,1
single,hela,cnn(3|3),h3k4me3,sequence_ctcf,ctcf,0.002822,-0.000664,-0.000275,1
single,hela,cnn(3|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.001255,-0.001317,-0.000121,1
single,hela,cnn(3|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.02297,0.001727,-0.002225,1
single,hela,cnn(3|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.008029,0.002592,0.000782,1
single,hela,cnn(3|3),h3k4me3,sequence_dnase,dnase,-0.005309,-0.002839,0.000515,1
single,hela,cnn(3|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.007218,-0.001402,-0.000698,1
single,hela,cnn(3|3),h3k4me3,sequence_rrbs,rrbs,0.009899,-0.001414,-0.000957,1
single,hela,cnn(3|3),rrbs,sequence,,-0.004918,0.00391,0.000475,1
single,hela,cnn(3|3),rrbs,sequence_ctcf,ctcf,0.006759,-0.000778,-0.000659,1
single,hela,cnn(3|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.008958,-0.001401,0.000864,1
single,hela,cnn(3|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.012757,0.001643,-0.001239,1
single,hela,cnn(3|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.004093,0.002478,0.000398,1
single,hela,cnn(3|3),rrbs,sequence_dnase,dnase,-0.01117,0.000233,0.001082,1
single,hela,cnn(3|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.001357,0.00167,-0.000131,1
single,hela,cnn(3|3),rrbs,sequence_h3k4me3,h3k4me3,0.009745,-0.000448,-0.000942,1
single,hela,cnn(5|3),ctcf,sequence,,-0.020487,0.0035,0.002003,1
single,hela,cnn(5|3),ctcf,sequence_dnase,dnase,-0.003703,-0.002236,0.00036,1
single,hela,cnn(5|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.002206,0.003964,-0.000214,1
single,hela,cnn(5|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.012632,0.001131,-0.001244,1
single,hela,cnn(5|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.0086,0.000538,0.000852,1
single,hela,cnn(5|3),ctcf,sequence_h3k4me3,h3k4me3,0.000232,-0.00036,-2.3e-05,1
single,hela,cnn(5|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.044576,0.000257,-0.004342,1
single,hela,cnn(5|3),ctcf,sequence_rrbs,rrbs,-0.032749,0.002315,0.003204,1
single,hela,cnn(5|3),dnase,sequence,,-0.019193,0.002484,0.001878,1
single,hela,cnn(5|3),dnase,sequence_ctcf,ctcf,-0.002409,-0.003252,0.000234,1
single,hela,cnn(5|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.003162,0.003278,0.000307,1
single,hela,cnn(5|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.003966,0.002855,-0.000392,1
single,hela,cnn(5|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.03449,-0.001663,-0.003376,1
single,hela,cnn(5|3),dnase,sequence_h3k4me3,h3k4me3,-0.005136,-0.001046,0.000498,1
single,hela,cnn(5|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.03591,0.001982,-0.00349,1
single,hela,cnn(5|3),dnase,sequence_rrbs,rrbs,0.010341,0.000113,-0.001024,1
single,hela,cnn(5|3),h3k4me3,sequence,,-0.023725,0.001855,0.002318,1
single,hela,cnn(5|3),h3k4me3,sequence_ctcf,ctcf,-0.003006,-0.002004,0.000292,1
single,hela,cnn(5|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.003759,0.004525,0.000365,1
single,hela,cnn(5|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.000373,0.002057,-3.7e-05,1
single,hela,cnn(5|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.030898,-0.002461,-0.003021,1
single,hela,cnn(5|3),h3k4me3,sequence_dnase,dnase,-0.009668,-0.001674,0.000938,1
single,hela,cnn(5|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.020859,0.001465,0.002059,1
single,hela,cnn(5|3),h3k4me3,sequence_rrbs,rrbs,-0.046427,-0.000403,0.004525,1
single,hela,cnn(5|3),rrbs,sequence,,0.006711,0.001024,-0.000661,1
single,hela,cnn(5|3),rrbs,sequence_ctcf,ctcf,-0.005551,-0.00016,0.000539,1
single,hela,cnn(5|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.031348,0.001428,-0.003071,1
single,hela,cnn(5|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.03548,-0.00104,-0.003472,1
single,hela,cnn(5|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.028352,-0.000617,-0.002774,1
single,hela,cnn(5|3),rrbs,sequence_dnase,dnase,0.036245,-0.001346,-0.003563,1
single,hela,cnn(5|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.025054,0.001793,-0.002442,1
single,hela,cnn(5|3),rrbs,sequence_h3k4me3,h3k4me3,-0.015992,-0.001234,0.001546,1
single,hela,cnn(7|3),ctcf,sequence,,-0.013319,0.001299,0.001318,1
single,hela,cnn(7|3),ctcf,sequence_dnase,dnase,-0.003333,-0.000824,0.000329,1
single,hela,cnn(7|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.011083,0.000854,0.001105,1
single,hela,cnn(7|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.004113,-0.001707,0.000408,1
single,hela,cnn(7|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.013666,-0.002323,0.001356,1
single,hela,cnn(7|3),ctcf,sequence_h3k4me3,h3k4me3,0.034097,-4.6e-05,-0.003369,1
single,hela,cnn(7|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.014316,-0.00151,0.001418,1
single,hela,cnn(7|3),ctcf,sequence_rrbs,rrbs,0.033454,-0.000321,-0.003301,1
single,hela,cnn(7|3),dnase,sequence,,-0.010263,0.001275,0.001017,1
single,hela,cnn(7|3),dnase,sequence_ctcf,ctcf,-0.000277,-0.000847,2.7e-05,1
single,hela,cnn(7|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.006787,0.000197,0.000676,1
single,hela,cnn(7|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.007532,0.000334,-0.000745,1
single,hela,cnn(7|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.013463,-0.001246,0.001336,1
single,hela,cnn(7|3),dnase,sequence_h3k4me3,h3k4me3,0.038393,-0.000703,-0.003798,1
single,hela,cnn(7|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.002671,0.000531,0.000265,1
single,hela,cnn(7|3),dnase,sequence_rrbs,rrbs,0.033657,0.000756,-0.003321,1
single,hela,cnn(7|3),h3k4me3,sequence,,-0.02686,0.001825,0.002649,1
single,hela,cnn(7|3),h3k4me3,sequence_ctcf,ctcf,0.020556,0.00048,-0.002039,1
single,hela,cnn(7|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.014046,0.001525,-0.00139,1
single,hela,cnn(7|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.004371,0.001618,-0.000433,1
single,hela,cnn(7|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.016624,3.8e-05,0.001648,1
single,hela,cnn(7|3),h3k4me3,sequence_dnase,dnase,0.021796,-0.000153,-0.002166,1
single,hela,cnn(7|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.005182,0.001002,0.000515,1
single,hela,cnn(7|3),h3k4me3,sequence_rrbs,rrbs,0.031146,0.001227,-0.003071,1
single,hela,cnn(7|3),rrbs,sequence,,-0.02899,0.0006,0.002857,1
single,hela,cnn(7|3),rrbs,sequence_ctcf,ctcf,0.017783,-0.001019,-0.001763,1
single,hela,cnn(7|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.004597,-0.001418,-0.000454,1
single,hela,cnn(7|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.005078,-0.001325,0.000504,1
single,hela,cnn(7|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.019398,-0.001462,0.001925,1
single,hela,cnn(7|3),rrbs,sequence_dnase,dnase,0.01493,8.1e-05,-0.001481,1
single,hela,cnn(7|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.012048,0.001236,0.001201,1
single,hela,cnn(7|3),rrbs,sequence_h3k4me3,h3k4me3,0.029016,2e-06,-0.002863,1
single,hela,linear,ctcf,sequence,,-0.007114,0.000624,0.000691,1
single,hela,linear,ctcf,sequence_dnase,dnase,-0.007174,0.000685,0.000697,1
single,hela,linear,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.010739,0.000823,0.00104,1
single,hela,linear,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.010896,0.000852,0.001058,1
single,hela,linear,ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.007173,0.000666,0.000698,1
single,hela,linear,ctcf,sequence_h3k4me3,h3k4me3,-0.010695,0.000802,0.001035,1
single,hela,linear,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.010876,0.000817,0.001056,1
single,hela,linear,ctcf,sequence_rrbs,rrbs,-0.007096,0.000661,0.000691,1
single,hela,linear,dnase,sequence,,0.000115,-7.6e-05,-1.1e-05,1
single,hela,linear,dnase,sequence_ctcf,ctcf,5.5e-05,-1.5e-05,-5e-06,1
single,hela,linear,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-3e-05,6e-06,3e-06,1
single,hela,linear,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-2.6e-05,2.3e-05,3e-06,1
single,hela,linear,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-3e-05,1.1e-05,3e-06,1
single,hela,linear,dnase,sequence_h3k4me3,h3k4me3,1.4e-05,-1.5e-05,-1e-06,1
single,hela,linear,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-7e-06,-1.2e-05,1e-06,1
single,hela,linear,dnase,sequence_rrbs,rrbs,4.7e-05,5e-06,-5e-06,1
single,hela,linear,h3k4me3,sequence,,-0.003659,0.000262,0.000356,1
single,hela,linear,h3k4me3,sequence_ctcf,ctcf,-0.007241,0.00044,0.0007,1
single,hela,linear,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.007325,0.00046,0.000708,1
single,hela,linear,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.007284,0.000464,0.000706,1
single,hela,linear,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.007288,0.000452,0.000707,1
single,hela,linear,h3k4me3,sequence_dnase,dnase,-0.00376,0.000322,0.000365,1
single,hela,linear,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.003561,0.000279,0.000347,1
single,hela,linear,h3k4me3,sequence_rrbs,rrbs,-0.003507,0.000296,0.000342,1
single,hela,linear,rrbs,sequence,,0.005305,-0.000552,-0.000517,1
single,hela,linear,rrbs,sequence_ctcf,ctcf,0.005323,-0.000515,-0.000517,1
single,hela,linear,rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.005238,-0.00049,-0.000508,1
single,hela,linear,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.005279,-0.000486,-0.00051,1
single,hela,linear,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.005275,-0.000503,-0.00051,1
single,hela,linear,rrbs,sequence_dnase,dnase,0.005237,-0.000471,-0.00051,1
single,hela,linear,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.005436,-0.000515,-0.000529,1
single,hela,linear,rrbs,sequence_h3k4me3,h3k4me3,0.005456,-0.000518,-0.000531,1
single,hela,mlp,ctcf,sequence,,0.006516,0.000179,-0.000632,1
single,hela,mlp,ctcf,sequence_dnase,dnase,0.018116,-0.001528,-0.001753,1
single,hela,mlp,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.003092,8.7e-05,0.000301,1
single,hela,mlp,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.021388,-0.001938,-0.002093,1
single,hela,mlp,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.017752,-0.002516,-0.001727,1
single,hela,mlp,ctcf,sequence_h3k4me3,h3k4me3,-0.006037,0.002494,0.00058,1
single,hela,mlp,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.002997,0.001822,0.000291,1
single,hela,mlp,ctcf,sequence_rrbs,rrbs,-0.012852,0.001041,0.001244,1
single,hela,mlp,dnase,sequence,,-0.011654,0.001085,0.001125,1
single,hela,mlp,dnase,sequence_ctcf,ctcf,-5.4e-05,-0.000623,5e-06,1
single,hela,mlp,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.024595,-0.003973,-0.002375,1
single,hela,mlp,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.027242,-0.001698,-0.002662,1
single,hela,mlp,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.024731,0.001027,-0.002401,1
single,hela,mlp,dnase,sequence_h3k4me3,h3k4me3,0.021649,-0.001567,-0.002095,1
single,hela,mlp,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.002857,0.002062,-0.000278,1
single,hela,mlp,dnase,sequence_rrbs,rrbs,-0.005873,0.004584,0.000569,1
single,hela,mlp,h3k4me3,sequence,,-0.012638,0.000837,0.00122,1
single,hela,mlp,h3k4me3,sequence_ctcf,ctcf,-0.025192,0.003152,0.002433,1
single,hela,mlp,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.000542,-0.000199,5.3e-05,1
single,hela,mlp,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.012704,-0.001873,-0.001246,1
single,hela,mlp,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.010193,0.000852,-0.000986,1
single,hela,mlp,h3k4me3,sequence_dnase,dnase,0.020665,-0.001814,-0.002001,1
single,hela,mlp,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.009068,-0.002451,-0.00088,1
single,hela,mlp,h3k4me3,sequence_rrbs,rrbs,0.000338,7.1e-05,-3.3e-05,1
single,hela,mlp,rrbs,sequence,,0.004559,-0.001237,-0.000442,1
single,hela,mlp,rrbs,sequence_ctcf,ctcf,-0.01481,-0.000375,0.001434,1
