split_type,cell_line,model,environment_added,background,background_set,delta_r2_mean,delta_mae_mean,delta_rmse_mean,n_paired
all,hela,cnn(5|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.007106,0.001902,0.000639,1
all,hela,cnn(5|3),ctcf,sequence_h3k4me3,h3k4me3,0.014492,0.001614,-0.001301,1
all,hela,cnn(5|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.029837,0.002124,0.002661,1
all,hela,cnn(5|3),ctcf,sequence_rrbs,rrbs,0.007268,0.001619,-0.000653,1
all,hela,cnn(5|3),dnase,sequence,,0.004118,-0.00189,-0.000368,1
all,hela,cnn(5|3),dnase,sequence_ctcf,ctcf,-0.007533,-0.002875,0.000679,1
all,hela,cnn(5|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.000948,-2.3e-05,8.5e-05,1
all,hela,cnn(5|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.026834,-0.001436,-0.002392,1
all,hela,cnn(5|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.005394,0.001656,0.000485,1
all,hela,cnn(5|3),dnase,sequence_h3k4me3,h3k4me3,0.001675,-0.000269,-0.00015,1
all,hela,cnn(5|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.000182,0.001727,1.6e-05,1
all,hela,cnn(5|3),dnase,sequence_rrbs,rrbs,0.00898,0.001373,-0.000807,1
all,hela,cnn(5|3),h3k4me3,sequence,,0.007159,-0.00201,-0.000639,1
all,hela,cnn(5|3),h3k4me3,sequence_ctcf,ctcf,-0.005775,-0.00229,0.000521,1
all,hela,cnn(5|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.00081,0.000563,-7.3e-05,1
all,hela,cnn(5|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.00196,-0.003013,0.000176,1
all,hela,cnn(5|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.034187,7.9e-05,0.003053,1
all,hela,cnn(5|3),h3k4me3,sequence_dnase,dnase,0.004715,-0.000389,-0.000422,1
all,hela,cnn(5|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.006244,-7.2e-05,0.000562,1
all,hela,cnn(5|3),h3k4me3,sequence_rrbs,rrbs,0.002918,-0.000426,-0.000262,1
all,hela,cnn(5|3),rrbs,sequence,,0.013029,-0.002232,-0.001165,1
all,hela,cnn(5|3),rrbs,sequence_ctcf,ctcf,-0.007129,-0.002507,0.000643,1
all,hela,cnn(5|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.004989,0.002025,0.000449,1
all,hela,cnn(5|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.007759,-0.001551,0.000697,1
all,hela,cnn(5|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.035541,-0.000138,0.003175,1
all,hela,cnn(5|3),rrbs,sequence_dnase,dnase,0.017891,0.001031,-0.001605,1
all,hela,cnn(5|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.006932,0.001348,-0.000622,1
all,hela,cnn(5|3),rrbs,sequence_h3k4me3,h3k4me3,0.008788,-0.000648,-0.000788,1
all,hela,cnn(7|3),ctcf,sequence,,-0.002155,-0.000525,0.000195,1
all,hela,cnn(7|3),ctcf,sequence_dnase,dnase,-0.018382,-0.001096,0.001655,1
all,hela,cnn(7|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.011386,0.00151,-0.001022,1
all,hela,cnn(7|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.014276,-0.000414,-0.001287,1
all,hela,cnn(7|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.004316,-0.001122,0.00039,1
all,hela,cnn(7|3),ctcf,sequence_h3k4me3,h3k4me3,-0.005572,-0.000136,0.0005,1
all,hela,cnn(7|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.037078,0.001394,-0.003349,1
all,hela,cnn(7|3),ctcf,sequence_rrbs,rrbs,-0.015597,0.003364,0.0014,1
all,hela,cnn(7|3),dnase,sequence,,-0.006382,-0.001307,0.000578,1
all,hela,cnn(7|3),dnase,sequence_ctcf,ctcf,-0.02261,-0.001878,0.002038,1
all,hela,cnn(7|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.00838,0.001603,-0.000753,1
all,hela,cnn(7|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.015431,0.000404,0.001401,1
all,hela,cnn(7|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.019325,-0.003104,-0.001736,1
all,hela,cnn(7|3),dnase,sequence_h3k4me3,h3k4me3,-0.008579,-4.3e-05,0.00077,1
all,hela,cnn(7|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.007372,0.002212,-0.000661,1
all,hela,cnn(7|3),dnase,sequence_rrbs,rrbs,0.008044,0.001382,-0.000726,1
all,hela,cnn(7|3),h3k4me3,sequence,,-0.018511,-0.002436,0.001672,1
all,hela,cnn(7|3),h3k4me3,sequence_ctcf,ctcf,-0.021929,-0.002047,0.001977,1
all,hela,cnn(7|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.009061,0.001434,-0.000814,1
all,hela,cnn(7|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.004016,0.000557,-0.000363,1
all,hela,cnn(7|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.038772,-0.002951,-0.0035,1
all,hela,cnn(7|3),h3k4me3,sequence_dnase,dnase,-0.020708,-0.001172,0.001863,1
all,hela,cnn(7|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.014576,-0.00015,0.001314,1
all,hela,cnn(7|3),h3k4me3,sequence_rrbs,rrbs,-0.013904,-0.000981,0.001249,1
all,hela,cnn(7|3),rrbs,sequence,,-0.01375,-0.001191,0.001243,1
all,hela,cnn(7|3),rrbs,sequence_ctcf,ctcf,-0.027192,0.002698,0.002448,1
all,hela,cnn(7|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.014742,0.001472,-0.001326,1
all,hela,cnn(7|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.009697,0.000595,-0.000875,1
all,hela,cnn(7|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.033508,0.001794,-0.003029,1
all,hela,cnn(7|3),rrbs,sequence_dnase,dnase,0.000676,0.001497,-6.1e-05,1
all,hela,cnn(7|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.006808,0.002519,-0.000611,1
all,hela,cnn(7|3),rrbs,sequence_h3k4me3,h3k4me3,-0.009143,0.000264,0.00082,1
all,hela,linear,ctcf,sequence,,0.004945,0.000692,-0.000452,1
all,hela,linear,ctcf,sequence_dnase,dnase,0.003947,0.00055,-0.000361,1
all,hela,linear,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.004121,0.000548,-0.000377,1
all,hela,linear,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.005392,0.000704,-0.000492,1
all,hela,linear,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.003179,0.000466,-0.00029,1
all,hela,linear,ctcf,sequence_h3k4me3,h3k4me3,0.004424,0.000618,-0.000405,1
all,hela,linear,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.004276,0.00067,-0.00039,1
all,hela,linear,ctcf,sequence_rrbs,rrbs,0.00389,0.00057,-0.000354,1
all,hela,linear,dnase,sequence,,-0.000947,9.1e-05,8.6e-05,1
all,hela,linear,dnase,sequence_ctcf,ctcf,-0.001945,-5.1e-05,0.000178,1
all,hela,linear,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.000276,0.000125,2.5e-05,1
all,hela,linear,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.000553,3.4e-05,5e-05,1
all,hela,linear,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.00118,1.9e-05,0.000108,1
all,hela,linear,dnase,sequence_h3k4me3,h3k4me3,2.6e-05,0.000195,-2e-06,1
all,hela,linear,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.001669,-0.0,0.000152,1
all,hela,linear,dnase,sequence_rrbs,rrbs,-0.000469,0.000122,4.3e-05,1
all,hela,linear,h3k4me3,sequence,,0.001608,8e-05,-0.000147,1
all,hela,linear,h3k4me3,sequence_ctcf,ctcf,0.001087,6e-06,-0.0001,1
all,hela,linear,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.002756,0.000183,-0.000252,1
all,hela,linear,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.002606,0.00024,-0.000238,1
all,hela,linear,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.001979,0.000225,-0.000181,1
all,hela,linear,h3k4me3,sequence_dnase,dnase,0.002581,0.000184,-0.000236,1
all,hela,linear,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.000393,2e-06,-3.6e-05,1
all,hela,linear,h3k4me3,sequence_rrbs,rrbs,0.001593,0.000125,-0.000145,1
all,hela,linear,rrbs,sequence,,-0.007385,0.000567,0.000674,1
all,hela,linear,rrbs,sequence_ctcf,ctcf,-0.00844,0.000445,0.000772,1
all,hela,linear,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.007675,0.000515,0.000701,1
all,hela,linear,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.007825,0.000572,0.000716,1
all,hela,linear,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.007548,0.000664,0.00069,1
all,hela,linear,rrbs,sequence_dnase,dnase,-0.006908,0.000599,0.00063,1
all,hela,linear,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.009096,0.000417,0.00083,1
all,hela,linear,rrbs,sequence_h3k4me3,h3k4me3,-0.007401,0.000612,0.000676,1
all,hela,mlp,ctcf,sequence,,-0.005939,0.002319,0.000541,1
all,hela,mlp,ctcf,sequence_dnase,dnase,-0.001037,0.001827,9.4e-05,1
all,hela,mlp,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.011164,-0.000346,-0.001015,1
all,hela,mlp,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.010295,0.00298,-0.000935,1
all,hela,mlp,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.014458,0.002221,-0.001311,1
all,hela,mlp,ctcf,sequence_h3k4me3,h3k4me3,-0.009062,0.001305,0.000824,1
all,hela,mlp,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.013302,0.001112,0.001208,1
all,hela,mlp,ctcf,sequence_rrbs,rrbs,-0.002081,0.000318,0.000189,1
all,hela,mlp,dnase,sequence,,-0.004843,0.000258,0.000441,1
all,hela,mlp,dnase,sequence_ctcf,ctcf,5.9e-05,-0.000234,-5e-06,1
all,hela,mlp,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.009261,-3.9e-05,-0.000843,1
all,hela,mlp,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.011229,0.001455,-0.001019,1
all,hela,mlp,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.000893,-0.001119,-8.1e-05,1
all,hela,mlp,dnase,sequence_h3k4me3,h3k4me3,-0.010965,0.001612,0.000997,1
all,hela,mlp,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.012368,-0.000413,0.001124,1
all,hela,mlp,dnase,sequence_rrbs,rrbs,-0.015646,-0.003023,0.001419,1
all,hela,mlp,h3k4me3,sequence,,-0.001694,-0.000924,0.000154,1
all,hela,mlp,h3k4me3,sequence_ctcf,ctcf,-0.004817,-0.001939,0.000438,1
all,hela,mlp,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.004385,-0.001744,-0.000399,1
all,hela,mlp,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.00119,0.000245,-0.000108,1
all,hela,mlp,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.009145,-0.002329,0.00083,1
all,hela,mlp,h3k4me3,sequence_dnase,dnase,-0.007815,0.00043,0.00071,1
all,hela,mlp,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.005354,-0.000513,-0.000484,1
all,hela,mlp,h3k4me3,sequence_rrbs,rrbs,0.002076,-0.003123,-0.000189,1
all,hela,mlp,rrbs,sequence,,-0.004483,0.002061,0.000409,1
all,hela,mlp,rrbs,sequence_ctcf,ctcf,-0.000625,5.9e-05,5.7e-05,1
all,hela,mlp,rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.000209,-0.000826,-1.9e-05,1
all,hela,mlp,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.002986,0.001163,0.000272,1
all,hela,mlp,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.004953,-0.00033,0.000449,1
all,hela,mlp,rrbs,sequence_dnase,dnase,-0.015286,-0.00122,0.001386,1
all,hela,mlp,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.002117,-0.002163,0.000192,1
all,hela,mlp,rrbs,sequence_h3k4me3,h3k4me3,-0.000713,-0.000138,6.5e-05,1
all,hela,transformer,ctcf,sequence,,0.001649,0.000764,-0.00015,1
all,hela,transformer,ctcf,sequence_dnase,dnase,0.009477,0.001829,-0.000861,1
all,hela,transformer,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.001857,0.001258,-0.000169,1
all,hela,transformer,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.001804,0.000567,-0.000164,1
all,hela,transformer,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.010088,0.001651,-0.000916,1
all,hela,transformer,ctcf,sequence_h3k4me3,h3k4me3,0.002341,0.000767,-0.000213,1
all,hela,transformer,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.00945,0.001097,-0.000859,1
all,hela,transformer,ctcf,sequence_rrbs,rrbs,0.000706,0.000298,-6.4e-05,1
all,hela,transformer,dnase,sequence,,-0.002849,-0.000449,0.000258,1
all,hela,transformer,dnase,sequence_ctcf,ctcf,0.004978,0.000616,-0.000453,1
all,hela,transformer,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.001836,-0.0002,0.000167,1
all,hela,transformer,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.001829,-0.000219,0.000167,1
all,hela,transformer,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.004746,0.000599,-0.000432,1
all,hela,transformer,dnase,sequence_h3k4me3,h3k4me3,-0.001351,-0.000691,0.000123,1
all,hela,transformer,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.005817,0.000311,-0.000528,1
all,hela,transformer,dnase,sequence_rrbs,rrbs,-0.004636,-0.000755,0.00042,1
all,hela,transformer,h3k4me3,sequence,,0.005064,0.000953,-0.00046,1
all,hela,transformer,h3k4me3,sequence_ctcf,ctcf,0.005756,0.000957,-0.000524,1
all,hela,transformer,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.001058,0.00014,9.6e-05,1
all,hela,transformer,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.000491,0.000192,4.5e-05,1
all,hela,transformer,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.006084,0.00101,-0.000553,1
all,hela,transformer,h3k4me3,sequence_dnase,dnase,0.006562,0.00071,-0.000596,1
all,hela,transformer,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.007793,0.001277,-0.000707,1
all,hela,transformer,h3k4me3,sequence_rrbs,rrbs,-0.00266,0.000211,0.000241,1
all,hela,transformer,rrbs,sequence,,0.000867,0.00046,-7.9e-05,1
all,hela,transformer,rrbs,sequence_ctcf,ctcf,-7.7e-05,-6e-06,7e-06,1
all,hela,transformer,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.000309,-2.4e-05,2.8e-05,1
all,hela,transformer,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.000258,2.9e-05,-2.4e-05,1
all,hela,transformer,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.000251,4.7e-05,-2.3e-05,1
all,hela,transformer,rrbs,sequence_dnase,dnase,-0.00092,0.000154,8.3e-05,1
all,hela,transformer,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.00031,0.00072,-2.8e-05,1
all,hela,transformer,rrbs,sequence_h3k4me3,h3k4me3,-0.006857,-0.000283,0.000623,1
all,hela,xgboost,ctcf,sequence,,-0.006895,0.000922,0.000627,1
all,hela,xgboost,ctcf,sequence_dnase,dnase,-0.004465,0.001002,0.000406,1
all,hela,xgboost,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.004517,0.001063,0.000411,1
all,hela,xgboost,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.000923,0.000738,-8.4e-05,1
all,hela,xgboost,ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.001081,0.000715,9.8e-05,1
all,hela,xgboost,ctcf,sequence_h3k4me3,h3k4me3,0.00483,0.000434,-0.000439,1
all,hela,xgboost,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.000906,0.000726,-8.2e-05,1
all,hela,xgboost,ctcf,sequence_rrbs,rrbs,-0.000972,0.000714,8.8e-05,1
all,hela,xgboost,dnase,sequence,,-0.00243,-8e-05,0.000221,1
all,hela,xgboost,dnase,sequence_ctcf,ctcf,0.0,0.0,0.0,1
all,hela,xgboost,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-3.3e-05,3e-06,3e-06,1
all,hela,xgboost,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",3e-06,1e-05,-0.0,1
all,hela,xgboost,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.0,0.0,0.0,1
all,hela,xgboost,dnase,sequence_h3k4me3,h3k4me3,0.009314,-0.000627,-0.000847,1
all,hela,xgboost,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-1.4e-05,-2e-06,1e-06,1
all,hela,xgboost,dnase,sequence_rrbs,rrbs,0.000109,-1e-06,-1e-05,1
all,hela,xgboost,h3k4me3,sequence,,-0.008815,0.000488,0.000801,1
all,hela,xgboost,h3k4me3,sequence_ctcf,ctcf,0.002909,0.0,-0.000264,1
all,hela,xgboost,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.002876,4e-06,-0.000261,1
all,hela,xgboost,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.00446,-5.3e-05,-0.000405,1
all,hela,xgboost,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.004457,-6.3e-05,-0.000405,1
all,hela,xgboost,h3k4me3,sequence_dnase,dnase,0.002929,-5.8e-05,-0.000267,1
all,hela,xgboost,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.002457,-7.6e-05,-0.000223,1
all,hela,xgboost,h3k4me3,sequence_rrbs,rrbs,0.00258,-7.5e-05,-0.000234,1
all,hela,xgboost,rrbs,sequence,,-0.009016,0.000412,0.00082,1
all,hela,xgboost,rrbs,sequence_ctcf,ctcf,-0.003094,0.000204,0.000281,1
all,hela,xgboost,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.003094,0.000204,0.000281,1
all,hela,xgboost,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.00151,0.000148,0.000137,1
all,hela,xgboost,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.001546,0.000141,0.000141,1
all,hela,xgboost,rrbs,sequence_dnase,dnase,-0.006478,0.000491,0.000589,1
all,hela,xgboost,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.00695,0.000473,0.000632,1
all,hela,xgboost,rrbs,sequence_h3k4me3,h3k4me3,0.002378,-0.000152,-0.000216,1
all,hl60,cnn(3|3),ctcf,sequence,,0.083171,-0.003752,-0.004581,1
all,hl60,cnn(3|3),ctcf,sequence_dnase,dnase,0.106084,-0.006405,-0.005764,1
all,hl60,cnn(3|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.048055,-0.002291,-0.00269,1
all,hl60,cnn(3|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.02478,-0.002528,-0.001389,1
all,hl60,cnn(3|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.03032,-0.001516,-0.00169,1
all,hl60,cnn(3|3),ctcf,sequence_h3k4me3,h3k4me3,0.006996,-0.001779,-0.00039,1
all,hl60,cnn(3|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.040999,-0.002435,-0.002308,1
all,hl60,cnn(3|3),ctcf,sequence_rrbs,rrbs,-0.034213,0.001408,0.001905,1
all,hl60,cnn(3|3),dnase,sequence,,-0.040967,0.003266,0.002193,1
all,hl60,cnn(3|3),dnase,sequence_ctcf,ctcf,-0.018054,0.000613,0.00101,1
all,hl60,cnn(3|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.026606,-0.001127,-0.001497,1
all,hl60,cnn(3|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.01641,0.001042,0.000929,1
all,hl60,cnn(3|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.034456,-0.001496,-0.001919,1
all,hl60,cnn(3|3),dnase,sequence_h3k4me3,h3k4me3,-0.014454,-0.000615,0.000802,1
all,hl60,cnn(3|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.000191,0.001135,1.1e-05,1
all,hl60,cnn(3|3),dnase,sequence_rrbs,rrbs,-0.030077,0.001428,0.001677,1
all,hl60,cnn(3|3),h3k4me3,sequence,,0.066006,-0.002064,-0.003621,1
all,hl60,cnn(3|3),h3k4me3,sequence_ctcf,ctcf,-0.010169,-9.1e-05,0.00057,1
all,hl60,cnn(3|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.034491,-0.001831,-0.001937,1
all,hl60,cnn(3|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.008912,-0.000694,-0.000502,1
all,hl60,cnn(3|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.059777,-0.003232,-0.00335,1
all,hl60,cnn(3|3),h3k4me3,sequence_dnase,dnase,0.09252,-0.005944,-0.005011,1
all,hl60,cnn(3|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.014452,0.000317,-0.000803,1
all,hl60,cnn(3|3),h3k4me3,sequence_rrbs,rrbs,-0.015434,0.000611,0.000863,1
all,hl60,cnn(3|3),rrbs,sequence,,0.082246,-0.003784,-0.004529,1
all,hl60,cnn(3|3),rrbs,sequence_ctcf,ctcf,-0.035138,0.001375,0.001957,1
all,hl60,cnn(3|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.017372,-0.000733,-0.000971,1
all,hl60,cnn(3|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.008207,0.000403,0.000464,1
all,hl60,cnn(3|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.034809,-0.001765,-0.001963,1
all,hl60,cnn(3|3),rrbs,sequence_dnase,dnase,0.093136,-0.005622,-0.005045,1
all,hl60,cnn(3|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.015069,0.000639,-0.000837,1
all,hl60,cnn(3|3),rrbs,sequence_h3k4me3,h3k4me3,0.000805,-0.00111,-4.5e-05,1
all,hl60,cnn(5|3),ctcf,sequence,,0.014168,-0.000191,-0.000814,1
all,hl60,cnn(5|3),ctcf,sequence_dnase,dnase,0.066545,-0.003606,-0.003732,1
all,hl60,cnn(5|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.014876,-0.001462,0.000849,1
all,hl60,cnn(5|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.000573,-0.000857,3.3e-05,1
all,hl60,cnn(5|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.002267,-0.001495,-0.000131,1
all,hl60,cnn(5|3),ctcf,sequence_h3k4me3,h3k4me3,0.030375,-0.000809,-0.001749,1
all,hl60,cnn(5|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.039409,-0.001892,-0.002208,1
all,hl60,cnn(5|3),ctcf,sequence_rrbs,rrbs,0.002268,0.000193,-0.000126,1
all,hl60,cnn(5|3),dnase,sequence,,-0.074735,0.005696,0.0042,1
all,hl60,cnn(5|3),dnase,sequence_ctcf,ctcf,-0.022358,0.002281,0.001282,1
all,hl60,cnn(5|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.040827,0.001173,0.002344,1
all,hl60,cnn(5|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.049569,-0.001652,-0.00284,1
all,hl60,cnn(5|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.082103,-0.004532,-0.004659,1
all,hl60,cnn(5|3),dnase,sequence_h3k4me3,h3k4me3,0.004424,0.001826,-0.000253,1
all,hl60,cnn(5|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.08955,-0.002687,-0.005082,1
all,hl60,cnn(5|3),dnase,sequence_rrbs,rrbs,0.082104,-0.002844,-0.004654,1
all,hl60,cnn(5|3),h3k4me3,sequence,,-0.00425,0.000627,0.000243,1
all,hl60,cnn(5|3),h3k4me3,sequence_ctcf,ctcf,0.011957,9e-06,-0.000692,1
all,hl60,cnn(5|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.006512,-0.0011,0.000371,1
all,hl60,cnn(5|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.003201,0.001058,-0.000186,1
all,hl60,cnn(5|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.035735,-0.001821,-0.002004,1
all,hl60,cnn(5|3),h3k4me3,sequence_dnase,dnase,0.07491,-0.003244,-0.00421,1
all,hl60,cnn(5|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.006041,0.000421,-0.00035,1
all,hl60,cnn(5|3),h3k4me3,sequence_rrbs,rrbs,-0.001405,0.000263,7.8e-05,1
all,hl60,cnn(5|3),rrbs,sequence,,-0.061399,0.00326,0.003462,1
all,hl60,cnn(5|3),rrbs,sequence_ctcf,ctcf,-0.073299,0.003644,0.00415,1
all,hl60,cnn(5|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.031163,-0.003169,-0.001791,1
all,hl60,cnn(5|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.040875,-0.001011,-0.002347,1
all,hl60,cnn(5|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.049521,0.001814,0.002837,1
all,hl60,cnn(5|3),rrbs,sequence_dnase,dnase,0.095441,-0.00528,-0.005392,1
