Feature,Position,Channel,CNN_IG,CNN_ISM,ISM_SNR
A_pos_14,14,A,0.003526132320985198,0.011838004924356937,1.0359052419662476
A_pos_5,5,A,0.003195567987859249,0.01169665902853012,0.9888670444488525
T_pos_12,12,T,0.0040710861794650555,0.011652607470750809,1.0352301597595215
G_pos_19,19,G,0.0028946404345333576,0.011598167009651661,1.061464786529541
A_pos_11,11,A,0.003161785891279578,0.011552722193300724,0.9888641238212585
T_pos_16,16,T,0.0,0.011513721197843552,0.9525895714759827
A_pos_2,2,A,0.0034382131416350603,0.01150839775800705,0.9755398631095886
A_pos_12,12,A,0.002875909674912691,0.011499898508191109,0.9937571287155151
A_pos_6,6,A,0.002731317188590765,0.011460209265351295,0.9937724471092224
A_pos_8,8,A,0.0030278475023806095,0.01145083736628294,0.9824663400650024
T_pos_14,14,T,0.004364204127341509,0.011431843042373657,1.0265095233917236
T_pos_3,3,T,0.004221816081553698,0.011358074843883514,1.0253523588180542
A_pos_4,4,A,0.002664448693394661,0.011187484487891197,0.9571899771690369
A_pos_7,7,A,0.002778666792437434,0.011159991845488548,0.9783254861831665
A_pos_10,10,A,0.0028289235197007656,0.011087230406701565,0.9871070384979248
T_pos_13,13,T,0.003971339203417301,0.011069127358496189,1.037268042564392
A_pos_3,3,A,0.0025434475392103195,0.01101614348590374,0.9438082575798035
A_pos_9,9,A,0.0026650249492377043,0.011003579944372177,0.9845708012580872
T_pos_15,15,T,0.003964196890592575,0.010933615267276764,0.9786423444747925
C_pos_20,20,C,0.004799374844878912,0.010887418873608112,0.7800072431564331
G_pos_17,17,G,0.0016961380606517196,0.010810812003910542,0.9089066982269287
A_pos_13,13,A,0.002636187942698598,0.010801564902067184,0.9966102838516235
T_pos_2,2,T,0.003886067308485508,0.010457796044647694,1.0025231838226318
C_pos_18,18,C,0.0074475896544754505,0.010370427742600441,0.9719018340110779
A_pos_22,22,A,0.0,0.010185451246798038,0.9460804462432861
G_pos_18,18,G,0.0020674315746873617,0.01002463884651661,0.9581557512283325
G_pos_15,15,G,0.0015886853216215968,0.0098049845546484,0.8934346437454224
G_pos_1,1,G,0.0038341793697327375,0.009768913500010967,1.031351923942566
C_pos_3,3,C,0.006805713754147291,0.009730733931064606,0.9328145384788513
G_pos_16,16,G,0.0023121237754821777,0.00935984868556261,0.9252684712409973
C_pos_17,17,C,0.007156961597502232,0.009345774538815022,0.8980991840362549
G_pos_5,5,G,0.0018420607084408402,0.009253443218767643,0.9023582339286804
C_pos_15,15,C,0.00608262000605464,0.009213077835738659,0.942380428314209
G_pos_6,6,G,0.002043364569544792,0.009192830882966518,0.9195596575737
C_pos_5,5,C,0.005843769293278456,0.009187581017613411,0.9035300612449646
G_pos_4,4,G,0.0021475807297974825,0.009175073355436325,0.9423806071281433
G_pos_14,14,G,0.0014346815878525376,0.009164354763925076,0.9203450679779053
G_pos_9,9,G,0.0019614119082689285,0.009073921479284763,0.9451082348823547
G_pos_8,8,G,0.0018253426533192396,0.009040036238729954,0.9300363659858704
G_pos_2,2,G,0.0016806279309093952,0.008983527310192585,1.0594762563705444
C_pos_6,6,C,0.0064935991540551186,0.008981984108686447,0.9118818044662476
C_pos_16,16,C,0.007740750443190336,0.008980506099760532,0.9266563057899475
C_pos_8,8,C,0.005929927807301283,0.008979381993412971,0.9500783681869507
G_pos_13,13,G,0.0018845990998670459,0.008974996395409107,0.9444156885147095
G_pos_21,21,G,0.006091673392802477,0.008968856185674667,1.0085374116897583
G_pos_7,7,G,0.0021357203368097544,0.008959540165960789,0.9341863989830017
C_pos_14,14,C,0.005659251473844051,0.008945456705987453,0.9453213214874268
G_pos_12,12,G,0.0021156631410121918,0.008938968181610107,0.9313423037528992
C_pos_4,4,C,0.006416759919375181,0.008935699239373207,0.888614296913147
G_pos_11,11,G,0.0017432246822863817,0.008918354287743568,0.9494900703430176
C_pos_10,10,C,0.00631805881857872,0.008917851373553276,0.9437179565429688
C_pos_1,1,C,0.004160858225077391,0.008882618509232998,0.9406032562255859
C_pos_13,13,C,0.005983372684568167,0.008837188594043255,0.9351383447647095
C_pos_7,7,C,0.006159317214041948,0.00882466696202755,0.9164318442344666
G_pos_10,10,G,0.0020501648541539907,0.008804170414805412,0.9407022595405579
C_pos_12,12,C,0.00587756372988224,0.008770745247602463,0.9434940218925476
C_pos_11,11,C,0.005944231525063515,0.008740774355828762,0.9336696267127991
C_pos_9,9,C,0.006228996440768242,0.008707701228559017,0.9490945935249329
G_pos_20,20,G,0.000947203894611448,0.008394110947847366,0.9712077379226685
G_pos_3,3,G,0.002382457721978426,0.008382197469472885,0.9893990755081177
A_pos_1,1,A,0.0020162786822766066,0.008285288698971272,0.9978270530700684
G_pos_0,0,G,0.0018458920530974865,0.008075593970716,0.9554949402809143
CTCF_pos_4,4,CTCF,0.005759605206549168,0.007794721517711878,1.0552430152893066
CTCF_pos_5,5,CTCF,0.005761568900197744,0.007781545165926218,1.053666591644287
CTCF_pos_18,18,CTCF,0.005759459920227528,0.007772706914693117,1.0519436597824097
CTCF_pos_6,6,CTCF,0.005765916779637337,0.0077659920789301395,1.0516196489334106
CTCF_pos_7,7,CTCF,0.005771663039922714,0.007753926794975996,1.049568772315979
CTCF_pos_17,17,CTCF,0.005755861289799213,0.007753546349704266,1.0498669147491455
CTCF_pos_8,8,CTCF,0.005773444194346666,0.007752714678645134,1.0501277446746826
CTCF_pos_9,9,CTCF,0.00578314671292901,0.007748556323349476,1.0499521493911743
CTCF_pos_16,16,CTCF,0.005776125937700272,0.007738457527011633,1.0477049350738525
CTCF_pos_10,10,CTCF,0.005793115124106407,0.00773635832592845,1.047755479812622
CTCF_pos_12,12,CTCF,0.005780680105090141,0.00773047748953104,1.047316074371338
CTCF_pos_11,11,CTCF,0.005789001006633043,0.007730427663773298,1.047066330909729
CTCF_pos_14,14,CTCF,0.005780565552413464,0.007728530094027519,1.0468639135360718
CTCF_pos_15,15,CTCF,0.005773971788585186,0.0077280160039663315,1.0463639497756958
CTCF_pos_13,13,CTCF,0.005775729659944773,0.007727501448243856,1.0468307733535767
CTCF_pos_3,3,CTCF,0.005863694008439779,0.007609676569700241,1.0600558519363403
CTCF_pos_19,19,CTCF,0.005434091202914715,0.007590392604470253,1.0560756921768188
C_pos_22,22,C,0.0,0.007500541862100363,0.9629150032997131
CTCF_pos_20,20,CTCF,0.005323722958564758,0.007487278897315264,1.0795341730117798
CTCF_pos_2,2,CTCF,0.004963223822414875,0.007393424399197102,1.1176848411560059
CTCF_pos_22,22,CTCF,0.004307707771658897,0.006122928578406572,1.060686469078064
CTCF_pos_1,1,CTCF,0.00451084366068244,0.006040515843778849,1.0392959117889404
T_pos_22,22,T,0.0,0.006011027377098799,0.9126543998718262
CTCF_pos_21,21,CTCF,0.006306387484073639,0.005934158340096474,0.8506909012794495
T_pos_21,21,T,0.0,0.0055161030031740665,0.8414186835289001
CTCF_pos_0,0,CTCF,0.0017333788564428687,0.003804652951657772,1.7891108989715576
